site_id,n_measurements,first_date,last_date
1319.0,2,2003-06-04,2003-06-04
1320.0,2,2003-06-06,2003-06-06
1321.0,2,2003-06-10,2003-06-10
1322.0,2,2003-06-10,2003-06-10
1323.0,2,2003-06-11,2003-06-11
1324.0,2,2007-05-21,2007-05-21
1325.0,2,2007-05-23,2007-05-23
1326.0,2,2007-05-23,2007-05-23
1327.0,2,2007-05-31,2007-05-31
1328.0,2,2007-05-31,2007-05-31
1329.0,2,2007-05-29,2007-05-29
1330.0,2,2007-06-01,2007-06-01
1331.0,2,2007-05-24,2007-05-24
1332.0,2,2007-05-30,2007-05-30
1333.0,2,2007-05-31,2007-05-31
1334.0,2,2007-06-04,2007-06-04
1335.0,2,2008-05-22,2008-05-22
1336.0,2,2008-05-23,2008-05-23
1337.0,2,2008-05-23,2008-05-23
1338.0,2,2000-04-06,2000-04-06
1339.0,2,2000-04-06,2000-04-06
1340.0,2,2002-05-03,2002-05-03
1341.0,2,2002-05-30,2002-05-30
1342.0,2,2002-05-04,2002-05-04
1343.0,2,2002-06-04,2002-06-04
1344.0,2,2002-09-16,2002-09-16
1345.0,2,2002-09-18,2002-09-18
1346.0,2,2002-09-18,2002-09-18
1347.0,2,2002-09-16,2002-09-16
1348.0,2,2005-07-11,2005-07-11
1349.0,2,2005-07-11,2005-07-11
1350.0,2,2005-07-12,2005-07-12
1351.0,2,2005-07-12,2005-07-12
1352.0,2,2005-07-13,2005-07-13
1353.0,2,2005-07-13,2005-07-13
1354.0,2,2005-07-14,2005-07-14
1355.0,2,2005-07-14,2005-07-14
1356.0,2,1989-05-22,1989-05-22
1357.0,2,1989-05-23,1989-05-23
1358.0,2,1989-05-23,1989-05-23
1359.0,2,1989-05-24,1989-05-24
1360.0,2,1989-05-24,1989-05-24
1361.0,2,1989-05-25,1989-05-25
1362.0,2,1989-05-25,1989-05-25
1363.0,2,1989-05-26,1989-05-26
1364.0,2,1989-05-29,1989-05-29
1365.0,2,1989-05-29,1989-05-29
1366.0,2,1997-04-16,1997-04-16
1367.0,2,1997-04-16,1997-04-16
1368.0,2,1997-04-17,1997-04-17
1369.0,2,1997-04-17,1997-04-17
1370.0,2,1997-04-24,1997-04-24
1371.0,2,1985-09-05,1985-09-05
1372.0,2,1985-09-02,1985-09-02
1373.0,2,1985-09-02,1985-09-02
1374.0,2,1987-06-14,1987-06-14
1375.0,2,1987-06-14,1987-06-14
1376.0,2,1987-06-13,1987-06-13
1377.0,2,1987-06-13,1987-06-13
1378.0,2,1987-06-12,1987-06-12
1379.0,2,1987-06-12,1987-06-12
1380.0,2,1987-06-11,1987-06-11
1381.0,2,1987-06-11,1987-06-11
1382.0,2,1987-06-10,1987-06-10
1383.0,2,1987-06-10,1987-06-10
1384.0,2,1987-06-10,1987-06-10
1385.0,2,1987-06-09,1987-06-09
1386.0,2,1987-06-09,1987-06-09
1387.0,2,1987-06-04,1987-06-04
1388.0,2,1987-06-04,1987-06-04
1389.0,2,1987-06-03,1987-06-03
1390.0,2,1987-06-03,1987-06-03
1391.0,2,1987-06-03,1987-06-03
1392.0,2,1987-06-02,1987-06-02
1393.0,2,1987-06-02,1987-06-02
1394.0,2,1990-05-14,1990-05-14
1395.0,2,1990-05-15,1990-05-15
1396.0,2,1990-05-16,1990-05-16
1397.0,2,1990-05-17,1990-05-17
1398.0,2,1990-05-17,1990-05-17
1399.0,2,1995-09-05,1995-09-05
1400.0,2,1982-06-09,1982-06-09
1401.0,2,1982-06-09,1982-06-09
1402.0,2,1982-06-09,1982-06-09
1403.0,2,1982-06-08,1982-06-08
1404.0,2,1982-06-08,1982-06-08
1405.0,2,1982-06-08,1982-06-08
1406.0,2,1982-06-08,1982-06-08
1407.0,2,1982-06-05,1982-06-05
1408.0,2,1982-06-05,1982-06-05
1409.0,2,1982-06-05,1982-06-05
1410.0,2,1982-06-03,1982-06-03
1411.0,2,1982-06-03,1982-06-03
1412.0,2,1982-06-09,1982-06-09
1413.0,2,2005-09-14,2005-09-14
1414.0,2,2005-09-14,2005-09-14
1415.0,2,2005-09-14,2005-09-14
1416.0,2,2005-09-15,2005-09-15
1417.0,2,1988-05-25,1988-05-25
1418.0,2,1988-05-25,1988-05-25
1419.0,2,1988-05-25,1988-05-25
1420.0,2,1988-05-24,1988-05-24
1421.0,2,1988-05-24,1988-05-24
1422.0,2,1989-06-20,1989-06-20
1423.0,2,1989-06-21,1989-06-21
1424.0,2,1989-06-22,1989-06-22
1425.0,2,1989-06-22,1989-06-22
1426.0,2,1988-09-01,1988-09-01
1427.0,2,1988-09-05,1988-09-05
1428.0,2,1988-09-06,1988-09-06
1429.0,2,1988-09-06,1988-09-06
1430.0,2,1988-09-07,1988-09-07
1431.0,2,1988-09-07,1988-09-07
